antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'Course 3 - Key_Low'}),frozenset({'Course 1 - Century_Medium'}),0.057692307692307696,0.0673076923076923,0.019230769230769232,0.3333333333333333,4.9523809523809526,1.0,0.015347633136094677,1.3990384615384615,0.8469387755102041,0.18181818181818182,0.2852233676975945,0.30952380952380953
frozenset({'Course 4 - Look_Medium'}),frozenset({'Course 1 - Century_Medium'}),0.10576923076923077,0.0673076923076923,0.019230769230769232,0.18181818181818182,2.7012987012987013,1.0,0.012111686390532546,1.1399572649572651,0.7043010752688172,0.125,0.12277413308341144,0.2337662337662338
frozenset({'Course 1 - Century_Medium'}),frozenset({'Course 4 - Look_Medium'}),0.0673076923076923,0.10576923076923077,0.019230769230769232,0.28571428571428575,2.7012987012987018,1.0,0.012111686390532546,1.2519230769230771,0.6752577319587629,0.125,0.2012288786482335,0.2337662337662338
frozenset({'Course 2 - Group_High'}),frozenset({'Course 1 - Job_High'}),0.09615384615384616,0.125,0.019230769230769232,0.2,1.6,1.0,0.007211538461538462,1.09375,0.4148936170212766,0.09523809523809525,0.08571428571428573,0.17692307692307693
frozenset({'Course 1 - Job_High'}),frozenset({'Course 2 - Group_High'}),0.125,0.09615384615384616,0.019230769230769232,0.15384615384615385,1.6,1.0,0.007211538461538462,1.0681818181818181,0.42857142857142855,0.09523809523809525,0.06382978723404256,0.17692307692307693
frozenset({'Course 3 - Week_Medium'}),frozenset({'Course 1 - Job_High'}),0.07692307692307693,0.125,0.019230769230769232,0.25,2.0,1.0,0.009615384615384616,1.1666666666666667,0.5416666666666666,0.10526315789473684,0.14285714285714285,0.20192307692307693
frozenset({'Course 1 - Job_High'}),frozenset({'Course 3 - Week_Medium'}),0.125,0.07692307692307693,0.019230769230769232,0.15384615384615385,2.0,1.0,0.009615384615384616,1.090909090909091,0.5714285714285714,0.10526315789473684,0.08333333333333333,0.20192307692307693
frozenset({'Course 4 - Look_Low'}),frozenset({'Course 1 - Job_High'}),0.09615384615384616,0.125,0.019230769230769232,0.2,1.6,1.0,0.007211538461538462,1.09375,0.4148936170212766,0.09523809523809525,0.08571428571428573,0.17692307692307693
frozenset({'Course 1 - Job_High'}),frozenset({'Course 4 - Look_Low'}),0.125,0.09615384615384616,0.019230769230769232,0.15384615384615385,1.6,1.0,0.007211538461538462,1.0681818181818181,0.42857142857142855,0.09523809523809525,0.06382978723404256,0.17692307692307693
frozenset({'Course 1 - Job_High'}),frozenset({'Course 4 - Purpose_High'}),0.125,0.125,0.019230769230769232,0.15384615384615385,1.2307692307692308,1.0,0.003605769230769232,1.0340909090909092,0.2142857142857143,0.08333333333333333,0.032967032967032975,0.15384615384615385
frozenset({'Course 4 - Purpose_High'}),frozenset({'Course 1 - Job_High'}),0.125,0.125,0.019230769230769232,0.15384615384615385,1.2307692307692308,1.0,0.003605769230769232,1.0340909090909092,0.2142857142857143,0.08333333333333333,0.032967032967032975,0.15384615384615385
frozenset({'Course 4 - Third_High'}),frozenset({'Course 1 - Job_High'}),0.125,0.125,0.019230769230769232,0.15384615384615385,1.2307692307692308,1.0,0.003605769230769232,1.0340909090909092,0.2142857142857143,0.08333333333333333,0.032967032967032975,0.15384615384615385
frozenset({'Course 1 - Job_High'}),frozenset({'Course 4 - Third_High'}),0.125,0.125,0.019230769230769232,0.15384615384615385,1.2307692307692308,1.0,0.003605769230769232,1.0340909090909092,0.2142857142857143,0.08333333333333333,0.032967032967032975,0.15384615384615385
frozenset({'Course 1 - Job_High'}),frozenset({'Course 5 - Lead_High'}),0.125,0.10576923076923077,0.019230769230769232,0.15384615384615385,1.4545454545454546,1.0,0.006009615384615386,1.0568181818181819,0.35714285714285715,0.0909090909090909,0.05376344086021506,0.16783216783216784
frozenset({'Course 5 - Lead_High'}),frozenset({'Course 1 - Job_High'}),0.10576923076923077,0.125,0.019230769230769232,0.18181818181818182,1.4545454545454546,1.0,0.006009615384615386,1.0694444444444444,0.34946236559139787,0.0909090909090909,0.06493506493506494,0.16783216783216784
frozenset({'Course 5 - Lead_Medium'}),frozenset({'Course 1 - Job_High'}),0.11538461538461539,0.125,0.019230769230769232,0.16666666666666666,1.3333333333333333,1.0,0.004807692307692308,1.05,0.28260869565217395,0.08695652173913045,0.04761904761904761,0.16025641025641024
frozenset({'Course 1 - Job_High'}),frozenset({'Course 5 - Lead_Medium'}),0.125,0.11538461538461539,0.019230769230769232,0.15384615384615385,1.3333333333333333,1.0,0.004807692307692308,1.0454545454545454,0.2857142857142857,0.08695652173913045,0.04347826086956522,0.16025641025641024
frozenset({'Course 5 - Need_Low'}),frozenset({'Course 1 - Job_High'}),0.07692307692307693,0.125,0.028846153846153848,0.375,3.0,1.0,0.019230769230769232,1.4,0.7222222222222221,0.16666666666666669,0.2857142857142857,0.3028846153846154
frozenset({'Course 1 - Job_High'}),frozenset({'Course 5 - Need_Low'}),0.125,0.07692307692307693,0.028846153846153848,0.23076923076923078,3.0,1.0,0.019230769230769232,1.2000000000000002,0.761904761904762,0.16666666666666669,0.16666666666666666,0.3028846153846154
frozenset({'Course 1 - Job_Low'}),frozenset({'Course 3 - Do_Medium'}),0.04807692307692308,0.07692307692307693,0.019230769230769232,0.4,5.2,1.0,0.015532544378698226,1.5384615384615385,0.8484848484848485,0.18181818181818182,0.35,0.325
frozenset({'Course 3 - Do_Medium'}),frozenset({'Course 1 - Job_Low'}),0.07692307692307693,0.04807692307692308,0.019230769230769232,0.25,5.199999999999999,1.0,0.015532544378698226,1.2692307692307692,0.875,0.18181818181818182,0.21212121212121213,0.325
frozenset({'Course 5 - Need_Low'}),frozenset({'Course 1 - Job_Low'}),0.07692307692307693,0.04807692307692308,0.019230769230769232,0.25,5.199999999999999,1.0,0.015532544378698226,1.2692307692307692,0.875,0.18181818181818182,0.21212121212121213,0.325
frozenset({'Course 1 - Job_Low'}),frozenset({'Course 5 - Need_Low'}),0.04807692307692308,0.07692307692307693,0.019230769230769232,0.4,5.2,1.0,0.015532544378698226,1.5384615384615385,0.8484848484848485,0.18181818181818182,0.35,0.325
frozenset({'Course 1 - Job_Medium'}),frozenset({'Course 3 - Week_Medium'}),0.057692307692307696,0.07692307692307693,0.038461538461538464,0.6666666666666666,8.666666666666666,1.0,0.034023668639053255,2.769230769230769,0.9387755102040816,0.39999999999999997,0.6388888888888887,0.5833333333333333
frozenset({'Course 3 - Week_Medium'}),frozenset({'Course 1 - Job_Medium'}),0.07692307692307693,0.057692307692307696,0.038461538461538464,0.5,8.666666666666666,1.0,0.034023668639053255,1.8846153846153846,0.9583333333333334,0.39999999999999997,0.4693877551020408,0.5833333333333333
frozenset({'Course 1 - Job_Medium'}),frozenset({'Course 4 - Look_Low'}),0.057692307692307696,0.09615384615384616,0.019230769230769232,0.3333333333333333,3.4666666666666663,1.0,0.013683431952662722,1.3557692307692306,0.7551020408163265,0.14285714285714285,0.2624113475177305,0.26666666666666666
frozenset({'Course 4 - Look_Low'}),frozenset({'Course 1 - Job_Medium'}),0.09615384615384616,0.057692307692307696,0.019230769230769232,0.2,3.466666666666667,1.0,0.013683431952662722,1.1778846153846152,0.7872340425531914,0.14285714285714285,0.1510204081632653,0.26666666666666666
frozenset({'Course 1 - Summer_High'}),frozenset({'Course 2 - Ahead_Medium'}),0.08653846153846154,0.08653846153846154,0.019230769230769232,0.22222222222222224,2.5679012345679015,1.0,0.011741863905325445,1.1744505494505495,0.668421052631579,0.125,0.14853801169590647,0.22222222222222224
frozenset({'Course 2 - Ahead_Medium'}),frozenset({'Course 1 - Summer_High'}),0.08653846153846154,0.08653846153846154,0.019230769230769232,0.22222222222222224,2.5679012345679015,1.0,0.011741863905325445,1.1744505494505495,0.668421052631579,0.125,0.14853801169590647,0.22222222222222224
frozenset({'Course 1 - Summer_High'}),frozenset({'Course 2 - Charge_Low'}),0.08653846153846154,0.057692307692307696,0.019230769230769232,0.22222222222222224,3.851851851851852,1.0,0.014238165680473373,1.2115384615384615,0.8105263157894737,0.15384615384615388,0.17460317460317462,0.2777777777777778
frozenset({'Course 2 - Charge_Low'}),frozenset({'Course 1 - Summer_High'}),0.057692307692307696,0.08653846153846154,0.019230769230769232,0.3333333333333333,3.8518518518518516,1.0,0.014238165680473373,1.3701923076923075,0.7857142857142856,0.15384615384615388,0.27017543859649124,0.2777777777777778
frozenset({'Course 1 - Summer_High'}),frozenset({'Course 2 - Group_High'}),0.08653846153846154,0.09615384615384616,0.019230769230769232,0.22222222222222224,2.3111111111111113,1.0,0.010909763313609468,1.1620879120879122,0.6210526315789474,0.1176470588235294,0.13947990543735225,0.21111111111111114
frozenset({'Course 2 - Group_High'}),frozenset({'Course 1 - Summer_High'}),0.09615384615384616,0.08653846153846154,0.019230769230769232,0.2,2.3111111111111113,1.0,0.010909763313609468,1.141826923076923,0.6276595744680851,0.1176470588235294,0.1242105263157895,0.21111111111111114
frozenset({'Course 1 - Summer_High'}),frozenset({'Course 3 - Key_High'}),0.08653846153846154,0.07692307692307693,0.019230769230769232,0.22222222222222224,2.888888888888889,1.0,0.012573964497041422,1.1868131868131868,0.7157894736842106,0.13333333333333336,0.1574074074074074,0.2361111111111111
frozenset({'Course 3 - Key_High'}),frozenset({'Course 1 - Summer_High'}),0.07692307692307693,0.08653846153846154,0.019230769230769232,0.25,2.888888888888889,1.0,0.012573964497041422,1.2179487179487178,0.7083333333333334,0.13333333333333336,0.17894736842105263,0.2361111111111111
frozenset({'Course 1 - Summer_High'}),frozenset({'Course 4 - Third_High'}),0.08653846153846154,0.125,0.019230769230769232,0.22222222222222224,1.777777777777778,1.0,0.00841346153846154,1.125,0.47894736842105273,0.10000000000000002,0.11111111111111113,0.18803418803418803
frozenset({'Course 4 - Third_High'}),frozenset({'Course 1 - Summer_High'}),0.125,0.08653846153846154,0.019230769230769232,0.15384615384615385,1.777777777777778,1.0,0.00841346153846154,1.0795454545454546,0.5,0.10000000000000002,0.0736842105263158,0.18803418803418803
frozenset({'Course 1 - Summer_High'}),frozenset({'Course 5 - Lead_High'}),0.08653846153846154,0.10576923076923077,0.019230769230769232,0.22222222222222224,2.101010101010101,1.0,0.010077662721893492,1.1497252747252749,0.5736842105263159,0.11111111111111112,0.13022700119474315,0.20202020202020204
frozenset({'Course 5 - Lead_High'}),frozenset({'Course 1 - Summer_High'}),0.10576923076923077,0.08653846153846154,0.019230769230769232,0.18181818181818182,2.101010101010101,1.0,0.010077662721893492,1.1164529914529915,0.5860215053763441,0.11111111111111112,0.10430622009569379,0.20202020202020204
frozenset({'Course 5 - Need_Medium'}),frozenset({'Course 1 - Summer_High'}),0.10576923076923077,0.08653846153846154,0.019230769230769232,0.18181818181818182,2.101010101010101,1.0,0.010077662721893492,1.1164529914529915,0.5860215053763441,0.11111111111111112,0.10430622009569379,0.20202020202020204
frozenset({'Course 1 - Summer_High'}),frozenset({'Course 5 - Need_Medium'}),0.08653846153846154,0.10576923076923077,0.019230769230769232,0.22222222222222224,2.101010101010101,1.0,0.010077662721893492,1.1497252747252749,0.5736842105263159,0.11111111111111112,0.13022700119474315,0.20202020202020204
frozenset({'Course 4 - Look_Low'}),frozenset({'Course 1 - Summer_Medium'}),0.09615384615384616,0.0673076923076923,0.019230769230769232,0.2,2.9714285714285715,1.0,0.012758875739644971,1.1658653846153846,0.7340425531914894,0.13333333333333336,0.14226804123711342,0.24285714285714288
frozenset({'Course 1 - Summer_Medium'}),frozenset({'Course 4 - Look_Low'}),0.0673076923076923,0.09615384615384616,0.019230769230769232,0.28571428571428575,2.9714285714285715,1.0,0.012758875739644971,1.2653846153846156,0.711340206185567,0.13333333333333336,0.20972644376899702,0.24285714285714288
frozenset({'Course 1 - Summer_Medium'}),frozenset({'Course 4 - Purpose_High'}),0.0673076923076923,0.125,0.019230769230769232,0.28571428571428575,2.285714285714286,1.0,0.010817307692307694,1.225,0.6030927835051547,0.11111111111111112,0.18367346938775514,0.2197802197802198
frozenset({'Course 4 - Purpose_High'}),frozenset({'Course 1 - Summer_Medium'}),0.125,0.0673076923076923,0.019230769230769232,0.15384615384615385,2.285714285714286,1.0,0.010817307692307694,1.1022727272727273,0.6428571428571428,0.11111111111111112,0.09278350515463919,0.2197802197802198
frozenset({'Course 2 - Group_High'}),frozenset({'Course 2 - Ahead_High'}),0.09615384615384616,0.10576923076923077,0.019230769230769232,0.2,1.890909090909091,1.0,0.009060650887573966,1.1177884615384615,0.5212765957446809,0.10526315789473684,0.10537634408602152,0.19090909090909092
frozenset({'Course 2 - Ahead_High'}),frozenset({'Course 2 - Group_High'}),0.10576923076923077,0.09615384615384616,0.019230769230769232,0.18181818181818182,1.8909090909090909,1.0,0.009060650887573966,1.1047008547008548,0.5268817204301076,0.10526315789473684,0.09477756286266925,0.19090909090909092
frozenset({'Course 3 - Do_Medium'}),frozenset({'Course 2 - Ahead_High'}),0.07692307692307693,0.10576923076923077,0.019230769230769232,0.25,2.3636363636363638,1.0,0.011094674556213019,1.1923076923076923,0.625,0.1176470588235294,0.16129032258064513,0.2159090909090909
frozenset({'Course 2 - Ahead_High'}),frozenset({'Course 3 - Do_Medium'}),0.10576923076923077,0.07692307692307693,0.019230769230769232,0.18181818181818182,2.3636363636363638,1.0,0.011094674556213019,1.1282051282051284,0.6451612903225806,0.1176470588235294,0.11363636363636363,0.2159090909090909
frozenset({'Course 2 - Ahead_High'}),frozenset({'Course 3 - Key_High'}),0.10576923076923077,0.07692307692307693,0.019230769230769232,0.18181818181818182,2.3636363636363638,1.0,0.011094674556213019,1.1282051282051284,0.6451612903225806,0.1176470588235294,0.11363636363636363,0.2159090909090909
frozenset({'Course 3 - Key_High'}),frozenset({'Course 2 - Ahead_High'}),0.07692307692307693,0.10576923076923077,0.019230769230769232,0.25,2.3636363636363638,1.0,0.011094674556213019,1.1923076923076923,0.625,0.1176470588235294,0.16129032258064513,0.2159090909090909
frozenset({'Course 2 - Ahead_High'}),frozenset({'Course 3 - Key_Low'}),0.10576923076923077,0.057692307692307696,0.019230769230769232,0.18181818181818182,3.1515151515151514,1.0,0.013128698224852072,1.1517094017094018,0.7634408602150538,0.13333333333333336,0.13172541743970315,0.25757575757575757
frozenset({'Course 3 - Key_Low'}),frozenset({'Course 2 - Ahead_High'}),0.057692307692307696,0.10576923076923077,0.019230769230769232,0.3333333333333333,3.1515151515151514,1.0,0.013128698224852072,1.3413461538461537,0.7244897959183673,0.13333333333333336,0.2544802867383512,0.25757575757575757
frozenset({'Course 4 - Third_High'}),frozenset({'Course 2 - Ahead_High'}),0.125,0.10576923076923077,0.028846153846153848,0.23076923076923078,2.181818181818182,1.0,0.015625,1.1625,0.6190476190476191,0.14285714285714285,0.13978494623655913,0.2517482517482518
frozenset({'Course 2 - Ahead_High'}),frozenset({'Course 4 - Third_High'}),0.10576923076923077,0.125,0.028846153846153848,0.27272727272727276,2.181818181818182,1.0,0.015625,1.203125,0.6057347670250895,0.14285714285714285,0.16883116883116886,0.2517482517482518
frozenset({'Course 5 - Their_Medium'}),frozenset({'Course 2 - Ahead_High'}),0.09615384615384616,0.10576923076923077,0.028846153846153848,0.3,2.8363636363636364,1.0,0.01867603550295858,1.2774725274725276,0.7163120567375887,0.16666666666666669,0.21720430107526878,0.2863636363636364
frozenset({'Course 2 - Ahead_High'}),frozenset({'Course 5 - Their_Medium'}),0.10576923076923077,0.09615384615384616,0.028846153846153848,0.27272727272727276,2.8363636363636364,1.0,0.01867603550295858,1.2427884615384615,0.7240143369175627,0.16666666666666669,0.19535783365570605,0.2863636363636364
frozenset({'Course 2 - Ahead_Low'}),frozenset({'Course 4 - Purpose_High'}),0.04807692307692308,0.125,0.019230769230769232,0.4,3.2,1.0,0.013221153846153848,1.4583333333333335,0.7222222222222223,0.125,0.31428571428571433,0.27692307692307694
frozenset({'Course 4 - Purpose_High'}),frozenset({'Course 2 - Ahead_Low'}),0.125,0.04807692307692308,0.019230769230769232,0.15384615384615385,3.2,1.0,0.013221153846153848,1.125,0.7857142857142857,0.125,0.11111111111111113,0.27692307692307694
frozenset({'Course 2 - Ahead_Low'}),frozenset({'Course 4 - Third_High'}),0.04807692307692308,0.125,0.028846153846153848,0.6,4.8,1.0,0.022836538461538464,2.1875,0.8316498316498316,0.20000000000000004,0.5428571428571428,0.41538461538461535
frozenset({'Course 4 - Third_High'}),frozenset({'Course 2 - Ahead_Low'}),0.125,0.04807692307692308,0.028846153846153848,0.23076923076923078,4.8,1.0,0.022836538461538464,1.2375,0.9047619047619049,0.20000000000000004,0.19191919191919193,0.41538461538461535
frozenset({'Course 3 - Do_High'}),frozenset({'Course 2 - Ahead_Medium'}),0.11538461538461539,0.08653846153846154,0.019230769230769232,0.16666666666666666,1.9259259259259258,1.0,0.009245562130177515,1.096153846153846,0.5434782608695652,0.10526315789473684,0.08771929824561403,0.19444444444444445
frozenset({'Course 2 - Ahead_Medium'}),frozenset({'Course 3 - Do_High'}),0.08653846153846154,0.11538461538461539,0.019230769230769232,0.22222222222222224,1.925925925925926,1.0,0.009245562130177515,1.1373626373626373,0.5263157894736843,0.10526315789473684,0.12077294685990339,0.19444444444444445
frozenset({'Course 2 - Ahead_Medium'}),frozenset({'Course 4 - Third_Medium'}),0.08653846153846154,0.125,0.028846153846153848,0.33333333333333337,2.666666666666667,1.0,0.018028846153846156,1.3125,0.6842105263157896,0.15789473684210528,0.23809523809523814,0.28205128205128205
frozenset({'Course 4 - Third_Medium'}),frozenset({'Course 2 - Ahead_Medium'}),0.125,0.08653846153846154,0.028846153846153848,0.23076923076923078,2.666666666666667,1.0,0.018028846153846156,1.1875,0.7142857142857143,0.15789473684210528,0.15789473684210528,0.28205128205128205
frozenset({'Course 5 - Need_Medium'}),frozenset({'Course 2 - Ahead_Medium'}),0.10576923076923077,0.08653846153846154,0.019230769230769232,0.18181818181818182,2.101010101010101,1.0,0.010077662721893492,1.1164529914529915,0.5860215053763441,0.11111111111111112,0.10430622009569379,0.20202020202020204
frozenset({'Course 2 - Ahead_Medium'}),frozenset({'Course 5 - Need_Medium'}),0.08653846153846154,0.10576923076923077,0.019230769230769232,0.22222222222222224,2.101010101010101,1.0,0.010077662721893492,1.1497252747252749,0.5736842105263159,0.11111111111111112,0.13022700119474315,0.20202020202020204
frozenset({'Course 2 - Ahead_Medium'}),frozenset({'Course 5 - Their_High'}),0.08653846153846154,0.057692307692307696,0.019230769230769232,0.22222222222222224,3.851851851851852,1.0,0.014238165680473373,1.2115384615384615,0.8105263157894737,0.15384615384615388,0.17460317460317462,0.2777777777777778
frozenset({'Course 5 - Their_High'}),frozenset({'Course 2 - Ahead_Medium'}),0.057692307692307696,0.08653846153846154,0.019230769230769232,0.3333333333333333,3.8518518518518516,1.0,0.014238165680473373,1.3701923076923075,0.7857142857142856,0.15384615384615388,0.27017543859649124,0.2777777777777778
frozenset({'Course 3 - Key_Medium'}),frozenset({'Course 2 - Charge_High'}),0.038461538461538464,0.0673076923076923,0.019230769230769232,0.5,7.428571428571429,1.0,0.01664201183431953,1.8653846153846154,0.9,0.22222222222222224,0.4639175257731959,0.3928571428571429
frozenset({'Course 2 - Charge_High'}),frozenset({'Course 3 - Key_Medium'}),0.0673076923076923,0.038461538461538464,0.019230769230769232,0.28571428571428575,7.428571428571429,1.0,0.01664201183431953,1.3461538461538465,0.9278350515463918,0.22222222222222224,0.2571428571428572,0.3928571428571429
frozenset({'Course 2 - Charge_High'}),frozenset({'Course 4 - Purpose_High'}),0.0673076923076923,0.125,0.019230769230769232,0.28571428571428575,2.285714285714286,1.0,0.010817307692307694,1.225,0.6030927835051547,0.11111111111111112,0.18367346938775514,0.2197802197802198
frozenset({'Course 4 - Purpose_High'}),frozenset({'Course 2 - Charge_High'}),0.125,0.0673076923076923,0.019230769230769232,0.15384615384615385,2.285714285714286,1.0,0.010817307692307694,1.1022727272727273,0.6428571428571428,0.11111111111111112,0.09278350515463919,0.2197802197802198
frozenset({'Course 4 - Purpose_Medium'}),frozenset({'Course 2 - Charge_Low'}),0.057692307692307696,0.057692307692307696,0.019230769230769232,0.3333333333333333,5.777777777777777,1.0,0.015902366863905327,1.4134615384615383,0.8775510204081632,0.2,0.2925170068027211,0.3333333333333333
frozenset({'Course 2 - Charge_Low'}),frozenset({'Course 4 - Purpose_Medium'}),0.057692307692307696,0.057692307692307696,0.019230769230769232,0.3333333333333333,5.777777777777777,1.0,0.015902366863905327,1.4134615384615383,0.8775510204081632,0.2,0.2925170068027211,0.3333333333333333
frozenset({'Course 5 - Lead_Medium'}),frozenset({'Course 2 - Charge_Low'}),0.11538461538461539,0.057692307692307696,0.019230769230769232,0.16666666666666666,2.8888888888888884,1.0,0.01257396449704142,1.1307692307692307,0.7391304347826086,0.125,0.11564625850340135,0.25
frozenset({'Course 2 - Charge_Low'}),frozenset({'Course 5 - Lead_Medium'}),0.057692307692307696,0.11538461538461539,0.019230769230769232,0.3333333333333333,2.8888888888888884,1.0,0.01257396449704142,1.3269230769230766,0.693877551020408,0.125,0.24637681159420288,0.25
frozenset({'Course 5 - Need_Medium'}),frozenset({'Course 2 - Charge_Low'}),0.10576923076923077,0.057692307692307696,0.019230769230769232,0.18181818181818182,3.1515151515151514,1.0,0.013128698224852072,1.1517094017094018,0.7634408602150538,0.13333333333333336,0.13172541743970315,0.25757575757575757
frozenset({'Course 2 - Charge_Low'}),frozenset({'Course 5 - Need_Medium'}),0.057692307692307696,0.10576923076923077,0.019230769230769232,0.3333333333333333,3.1515151515151514,1.0,0.013128698224852072,1.3413461538461537,0.7244897959183673,0.13333333333333336,0.2544802867383512,0.25757575757575757
frozenset({'Course 3 - Do_High'}),frozenset({'Course 2 - Group_High'}),0.11538461538461539,0.09615384615384616,0.019230769230769232,0.16666666666666666,1.7333333333333332,1.0,0.008136094674556213,1.0846153846153845,0.4782608695652174,0.09999999999999999,0.07801418439716311,0.18333333333333335
frozenset({'Course 2 - Group_High'}),frozenset({'Course 3 - Do_High'}),0.09615384615384616,0.11538461538461539,0.019230769230769232,0.2,1.7333333333333334,1.0,0.008136094674556213,1.1057692307692306,0.4680851063829787,0.09999999999999999,0.09565217391304348,0.18333333333333335
frozenset({'Course 3 - Do_Medium'}),frozenset({'Course 2 - Group_High'}),0.07692307692307693,0.09615384615384616,0.019230769230769232,0.25,2.5999999999999996,1.0,0.01183431952662722,1.205128205128205,0.6666666666666667,0.125,0.1702127659574468,0.225
frozenset({'Course 2 - Group_High'}),frozenset({'Course 3 - Do_Medium'}),0.09615384615384616,0.07692307692307693,0.019230769230769232,0.2,2.6,1.0,0.01183431952662722,1.1538461538461537,0.6808510638297872,0.125,0.13333333333333333,0.225
frozenset({'Course 4 - Third_High'}),frozenset({'Course 2 - Group_High'}),0.125,0.09615384615384616,0.038461538461538464,0.3076923076923077,3.2,1.0,0.026442307692307696,1.3055555555555556,0.7857142857142857,0.2105263157894737,0.2340425531914894,0.35384615384615387
